module	fit	confidence	path	line	class	method	field	fieldLine	fieldType	fieldMods	paramCount	sync	assignmentsTotal	nullAssignments	rationale	signature	context
java.security.jgss	Cached Method	high	src/java.security.jgss/share/classes/sun/security/krb5/internal/ccache/FileCredentialsCache.java	454	sun.security.krb5.internal.ccache.FileCredentialsCache		name	517	return		0	False	5	0	returns cached field; cache/lazy naming or comment		
java.security.jgss	Cached Method	high	src/java.security.jgss/share/classes/sun/security/krb5/internal/ccache/FileCredentialsCache.java	459	sun.security.krb5.internal.ccache.FileCredentialsCache		name	517	return		0	False	5	0	returns cached field; cache/lazy naming or comment		"461:DEBUG.println("">>>KinitOptions cache name is "" + name);"
java.security.jgss	Cached Method	high	src/java.security.jgss/windows/classes/sun/security/krb5/internal/tools/KinitOptions.java	76	sun.security.krb5.internal.tools.KinitOptions		cachename	63	String	public	0	False	4	0	cache/lazy naming or comment		"75:cachename = FileCredentialsCache.getDefaultCacheName(); | 76:if (cachename == null) { | 77:throw new RuntimeException(""default cache name error"");"
java.security.jgss	Cached Method	high	src/java.security.jgss/windows/classes/sun/security/krb5/internal/tools/Klist.java	153	sun.security.krb5.internal.tools.Klist		target	52	Object		0	False	4	0	cache/lazy naming or comment		"149:name = cc.cacheName(); | 151:target = CredentialsCache.getInstance(name); | 154:return displayCache(); | 156:return displayError(""Credentials cache"");"
java.smartcardio	Lazy Constant	high	src/java.smartcardio/share/classes/sun/security/smartcardio/PCSCTerminals.java	66	sun.security.smartcardio.PCSCTerminals		terminal	71	return		0	True	3	0	synchronized lazy path; returns cached field		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	506	com.sun.rowset.CachedRowSetImpl		resBundle	320	JdbcRowSetResourceBundle	protected transient	0	False	4	0	cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	811	com.sun.rowset.CachedRowSetImpl		conn	6248	return		0	False	1	0	cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	1595	com.sun.rowset.CachedRowSetImpl		RowSetMD	98	RowSetMetaDataImpl	private	0	False	5	0	cache/lazy naming or comment		"1596:throw new SQLException(resBundle.handleGetObject(""cachedrowsetimpl.invalidcol"").toString());"
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	1707	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	returns cached field; cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	1793	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	1836	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	1879	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	1923	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	1966	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	2010	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	5763	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	returns cached field; cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	5803	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	returns cached field; cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	5843	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	returns cached field; cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	6019	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	6102	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	cache/lazy naming or comment		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/CachedRowSetImpl.java	6181	com.sun.rowset.CachedRowSetImpl		value	6764	return		0	False	31	0	cache/lazy naming or comment		
java.sql.rowset	Lazy Constant	high	src/java.sql.rowset/share/classes/com/sun/rowset/JdbcRowSetResourceBundle.java	121	com.sun.rowset.JdbcRowSetResourceBundle		jpResBundle	128	return		0	True	1	0	synchronized lazy path; returns cached field		
java.sql.rowset	Lazy Constant	high	src/java.sql.rowset/share/classes/com/sun/rowset/JdbcRowSetResourceBundle.java	123	com.sun.rowset.JdbcRowSetResourceBundle		jpResBundle	128	return		0	True	1	0	synchronized lazy path; returns cached field		
java.sql.rowset	Cached Method	high	src/java.sql.rowset/share/classes/com/sun/rowset/internal/CachedRowSetWriter.java	1249	com.sun.rowset.internal.CachedRowSetWriter		keyCols	140	int[]	private	0	False	2	0	cache/lazy naming or comment		1245:private void buildKeyDesc(CachedRowSet crs) throws SQLException {
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/bcel/internal/classfile/ConstantUtf8.java	143	com.sun.org.apache.bcel.internal.classfile.ConstantUtf8		result	149	return		0	True	2	0	synchronized lazy path; returns cached field; cache/lazy naming or comment		142:ConstantUtf8 result = Cache.CACHE.get(value);
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xalan/internal/xsltc/compiler/VariableRefBase.java	125	com.sun.org.apache.xalan.internal.xsltc.compiler.VariableRefBase		_type	160	return		0	False	2	0	returns cached field; cache/lazy naming or comment		124:// Returned cached type if available
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xalan/internal/xsltc/dom/DocumentCache.java	246	com.sun.org.apache.xalan.internal.xsltc.dom.DocumentCache		doc	258	CachedDocument		0	True	4	0	synchronized lazy path; cache/lazy naming or comment		245:private synchronized void replaceDocument(String uri, CachedDocument doc) {
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xalan/internal/xsltc/dom/DocumentCache.java	272	com.sun.org.apache.xalan.internal.xsltc.dom.DocumentCache		doc	258	CachedDocument		0	False	4	0	cache/lazy naming or comment		269:// Try to get the document from the cache first | 271:doc = new CachedDocument(uri); | 276:// If the document is in the cache we must check if it is still valid
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xalan/internal/xsltc/dom/DocumentCache.java	288	com.sun.org.apache.xalan.internal.xsltc.dom.DocumentCache		doc	258	CachedDocument		0	False	4	0	cache/lazy naming or comment		287:doc = new CachedDocument(uri);
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xalan/internal/xsltc/dom/LoadDocument.java	192	com.sun.org.apache.xalan.internal.xsltc.dom.LoadDocument		newdom	186	DOM		0	False	2	0	cache/lazy naming or comment		190:if (cache != null) { | 191:newdom = cache.retrieveDocument(base, originalUri, translet);
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/ParentNode.java	704	com.sun.org.apache.xerces.internal.dom.ParentNode		n	786	return		0	False	8	0	cache/lazy naming or comment		708:fNodeListCache.fLength = l;
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/ParentNode.java	745	com.sun.org.apache.xerces.internal.dom.ParentNode		n	786	return		0	False	8	0	returns cached field; cache/lazy naming or comment		741:int i = fNodeListCache.fChildIndex; | 742:ChildNode n = fNodeListCache.fChild;
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/dv/xs/Base64BinaryDV.java	66	com.sun.org.apache.xerces.internal.impl.dv.xs.Base64BinaryDV		canonical	69	return		0	True	1	0	synchronized lazy path; returns cached field		
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/dv/xs/HexBinaryDV.java	63	com.sun.org.apache.xerces.internal.impl.dv.xs.HexBinaryDV		canonical	66	return		0	True	1	0	synchronized lazy path; returns cached field		
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/dv/xs/ListDV.java	65	com.sun.org.apache.xerces.internal.impl.dv.xs.ListDV		canonical	77	return		0	True	1	0	synchronized lazy path; returns cached field		
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/dv/xs/PrecisionDecimalDV.java	380	com.sun.org.apache.xerces.internal.impl.dv.xs.PrecisionDecimalDV		canonical	383	return		0	True	1	0	synchronized lazy path; returns cached field		
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/xpath/regex/RangeToken.java	202	com.sun.org.apache.xerces.internal.impl.xpath.regex.RangeToken		ranges	33	int[]		0	False	7	0	cache/lazy naming or comment		204:this.icaseCache = null;
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/xpath/regex/RangeToken.java	206	com.sun.org.apache.xerces.internal.impl.xpath.regex.RangeToken		ranges	33	int[]		0	False	7	0	cache/lazy naming or comment		204:this.icaseCache = null;
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/xs/XMLSchemaLoader.java	579	com.sun.org.apache.xerces.internal.impl.xs.XMLSchemaLoader		grammar	620	return		0	False	3	0	returns cached field; cache/lazy naming or comment		580:fGrammarPool.cacheGrammars(XMLGrammarDescription.XML_SCHEMA, fGrammarBucket.getGrammars()); | 583:if(fIsCheckedFully && fJAXPCache.get(grammar) != grammar) {
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/jaxp/validation/WeakReferenceXMLSchema.java	52	com.sun.org.apache.xerces.internal.jaxp.validation.WeakReferenceXMLSchema		grammarPool	56	return		0	True	2	0	synchronized lazy path; returns cached field		
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xerces/internal/parsers/XMLGrammarCachingConfiguration.java	278	com.sun.org.apache.xerces.internal.parsers.XMLGrammarCachingConfiguration		grammar	307	return		0	False	2	0	returns cached field; cache/lazy naming or comment		279:fGrammarPool.cacheGrammars(XMLGrammarDescription.XML_SCHEMA,
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xml/internal/serializer/CharInfo.java	483	com.sun.org.apache.xml.internal.serializer.CharInfo		charInfo	489	return		0	False	2	0	returns cached field; cache/lazy naming or comment		482:CharInfo charInfo = m_getCharInfoCache.get(entitiesFileName);
java.xml	Cached Method	high	src/java.xml/share/classes/com/sun/org/apache/xpath/internal/axes/NodeSequence.java	797	com.sun.org.apache.xpath.internal.axes.NodeSequence		m_cache	962	return		0	False	3	0	cache/lazy naming or comment		797:if (m_cache != null) { | 798:m_cache.setVector(v); | 800:m_cache = new IteratorCache(); | 801:m_cache.setVector(v);
java.xml	Cached Method	high	src/java.xml/share/classes/jdk/xml/internal/JdkXmlConfig.java	78	jdk.xml.internal.JdkXmlConfig		INSTANCE	85	return		0	True	1	0	synchronized lazy path; returns cached field		
java.xml	Cached Method	high	src/java.xml/share/classes/jdk/xml/internal/JdkXmlConfig.java	80	jdk.xml.internal.JdkXmlConfig		INSTANCE	85	return		0	True	1	0	synchronized lazy path; returns cached field		
java.xml	Cached Method	high	src/java.xml/share/classes/org/xml/sax/helpers/NamespaceSupport.java	661	org.xml.sax.helpers.NamespaceSupport		name	710	return		0	False	2	0	returns cached field; cache/lazy naming or comment		657:// Start by looking in the cache, and
java.xml.crypto	Cached Method	high	src/java.xml.crypto/share/classes/com/sun/org/apache/xml/internal/security/c14n/implementations/UtfHelpper.java	54	com.sun.org.apache.xml.internal.security.c14n.implementations.UtfHelpper		result	264	return		0	False	5	0	cache/lazy naming or comment		51:Map<String, byte[]> cache | 53:byte[] result = cache.get(str); | 56:cache.put(str, result);
java.xml.crypto	Cached Method	high	src/java.xml.crypto/share/classes/com/sun/org/apache/xml/internal/security/signature/Reference.java	499	com.sun.org.apache.xml.internal.security.signature.Reference		transforms	671	return		0	False	6	0	cache/lazy naming or comment		495:cacheDereferencedElement(input);
jdk.accessibility	Cached Method	high	src/jdk.accessibility/share/classes/com/sun/java/accessibility/util/EventQueueMonitor.java	344	com.sun.java.accessibility.util.EventQueueMonitor		comp	378	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.charsets	Lazy Constant	high	src/jdk.charsets/share/classes/sun/nio/cs/ext/AbstractCharsetProvider.java	125	sun.nio.cs.ext.AbstractCharsetProvider		cs	145	return		0	True	2	0	synchronized lazy path; returns cached field; cache/lazy naming or comment		121:// Check cache first | 122:SoftReference<Charset> sr = cache.get(csn);
jdk.compiler	Lazy Constant	high	src/jdk.compiler/share/classes/com/sun/tools/doclint/DocLint.java	51	com.sun.tools.doclint.DocLint		docLintProvider	46	ServiceLoader.Provider<DocLint>	private static	0	True	1	0	synchronized lazy path; static backing field; returns cached field		
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/code/Types.java	2718	com.sun.tools.javac.code.Types		result	2722	return		0	False	9	0	returns cached field; cache/lazy naming or comment		2714:Map<Type,Boolean> isDerivedRawCache = new HashMap<>(); | 2717:Boolean result = isDerivedRawCache.get(t); | 2720:isDerivedRawCache.put(t, result);
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/code/Types.java	3234	com.sun.tools.javac.code.Types		candidates	3247	return		0	False	4	0	returns cached field; cache/lazy naming or comment		3232:CandidatesCache.Entry e = candidatesCache.new Entry(site, ms); | 3233:List<MethodSymbol> candidates = candidatesCache.get(e);
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/code/Types.java	3760	com.sun.tools.javac.code.Types		cl	4626	return		0	False	12	0	returns cached field; cache/lazy naming or comment		3759:List<Type> cl = closureCache.get(t);
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/comp/ArgumentAttr.java	118	com.sun.tools.javac.comp.ArgumentAttr		instance	120	return		0	False	2	0	returns cached field; cache/lazy naming or comment		114:Map<UniquePos, ArgumentType<?>> argumentTypeCache = new LinkedHashMap<>();
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Infer.java	1208	com.sun.tools.javac.comp.Infer		res	1211	return		0	False	2	0	returns cached field; cache/lazy naming or comment		1207:Boolean res = incorporationCache.get(newOp); | 1209:incorporationCache.put(newOp, res = opKind.apply(op1, op2, warn, types));
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Lower.java	277	com.sun.tools.javac.comp.Lower		fvs	316	return		0	False	4	0	returns cached field; cache/lazy naming or comment		276:List<VarSymbol> fvs = freevarCache.get(c);
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Lower.java	310	com.sun.tools.javac.comp.Lower		fvs	316	return		0	False	4	0	returns cached field; cache/lazy naming or comment		309:List<VarSymbol> fvs = freevarCache.get(c);
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/file/CacheFSInfo.java	96	com.sun.tools.javac.file.CacheFSInfo		jarClassPath	100	return		0	True	2	0	synchronized lazy path; returns cached field; cache/lazy naming or comment		94:synchronized (jarClassPathCache) { | 95:List<Path> jarClassPath = jarClassPathCache.get(file); | 98:jarClassPathCache.put(file, jarClassPath);
jdk.compiler	Lazy Constant	high	src/jdk.compiler/share/classes/com/sun/tools/javac/file/FSInfo.java	155	com.sun.tools.javac.file.FSInfo		jarFSProvider	156	return		0	True	1	0	synchronized lazy path; returns cached field		
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/file/JRTIndex.java	60	com.sun.tools.javac.file.JRTIndex		sharedInstance	67	return		0	True	1	0	synchronized lazy path; returns cached field; cache/lazy naming or comment		57:/** Get a shared instance of the cache. */
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/file/JRTIndex.java	74	com.sun.tools.javac.file.JRTIndex		instance	76	return		0	False	2	0	returns cached field; cache/lazy naming or comment		70:/** Get a context-specific instance of a cache. */
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/file/JRTIndex.java	191	com.sun.tools.javac.file.JRTIndex		e	228	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/file/JavacFileManager.java	454	com.sun.tools.javac.file.JavacFileManager		jrtIndex	459	JRTIndex	private	0	True	1	0	synchronized lazy path; returns cached field		
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/jvm/JNIWriter.java	128	com.sun.tools.javac.jvm.JNIWriter		types	536	Types		0	False	2	0	cache/lazy naming or comment		124:this.context = context; // for lazyInit() | 127:private void lazyInit() {
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/jvm/JNIWriter.java	130	com.sun.tools.javac.jvm.JNIWriter		syms	74	Symtab		0	False	1	0	cache/lazy naming or comment		127:private void lazyInit() {
jdk.compiler	Lazy Constant	high	src/jdk.compiler/share/classes/com/sun/tools/javac/launcher/MemoryClassLoader.java	126	com.sun.tools.javac.launcher.MemoryClassLoader		c	135	return		0	True	3	0	synchronized lazy path; returns cached field; cache/lazy naming or comment		
jdk.compiler	Lazy Constant	high	src/jdk.compiler/share/classes/com/sun/tools/javac/launcher/MemoryClassLoader.java	128	com.sun.tools.javac.launcher.MemoryClassLoader		c	135	return		0	True	3	0	synchronized lazy path; returns cached field; cache/lazy naming or comment		
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/launcher/MemoryClassLoader.java	240	com.sun.tools.javac.launcher.MemoryClassLoader		handler	312	URLStreamHandler	private	0	False	3	0	cache/lazy naming or comment		241:this.handler = handler = new MemoryURLStreamHandler();
jdk.compiler	Cached Method	high	src/jdk.compiler/share/classes/com/sun/tools/javac/util/DiagnosticSource.java	138	com.sun.tools.javac.util.DiagnosticSource		refBuf	190	SoftReference<char[]>	protected	0	False	1	0	cache/lazy naming or comment		137:// try and recover buffer from soft reference cache
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/P11Key.java	864	sun.security.pkcs11.P11Key		y	1171	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/P11Key.java	962	sun.security.pkcs11.P11Key		x	1091	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/P11Key.java	1056	sun.security.pkcs11.P11Key		x	1091	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/P11Key.java	1136	sun.security.pkcs11.P11Key		y	1171	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/Secmod.java	265	sun.security.pkcs11.Secmod		modules	271	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/Secmod.java	478	sun.security.pkcs11.Secmod		provider	509	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/Secmod.java	506	sun.security.pkcs11.Secmod		provider	509	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/Secmod.java	513	sun.security.pkcs11.Secmod		provider	509	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/Secmod.java	517	sun.security.pkcs11.Secmod		provider	509	return		0	True	2	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/Secmod.java	548	sun.security.pkcs11.Secmod		trust	406	Map<Bytes,TrustAttributes>	private	0	True	2	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/Token.java	386	sun.security.pkcs11.Token		secureRandom	389	return		0	True	1	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/Token.java	393	sun.security.pkcs11.Token		keyStore	396	return		0	True	1	0	synchronized lazy path; returns cached field		
jdk.crypto.cryptoki	Lazy Constant	high	src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/wrapper/PKCS11.java	170	sun.security.pkcs11.wrapper.PKCS11		pkcs11	190	return		0	True	3	0	synchronized lazy path; returns cached field; cache/lazy naming or comment		168:// so keep a cache using the (non-canonicalized!) path
jdk.crypto.mscapi	Lazy Constant	high	src/jdk.crypto.mscapi/windows/classes/sun/security/mscapi/PRNG.java	83	sun.security.mscapi.PRNG		seed	117	return		0	True	1	0	synchronized lazy path; returns cached field		
jdk.hotspot.agent	Cached Method	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/code/CodeCache.java	68	sun.jvm.hotspot.code.CodeCache		result	109	return		0	False	2	0	returns cached field; cache/lazy naming or comment		
jdk.hotspot.agent	Cached Method	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/debugger/bsd/BsdDebuggerLocal.java	545	sun.jvm.hotspot.debugger.bsd.BsdDebuggerLocal		cdbg	548	return		0	True	1	0	synchronized lazy path; returns cached field		
jdk.hotspot.agent	Cached Method	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/debugger/cdbg/basic/BasicCDebugInfoDataBase.java	263	sun.jvm.hotspot.debugger.cdbg.basic.BasicCDebugInfoDataBase		resolved	332	return		0	False	5	0	returns cached field; cache/lazy naming or comment		"259:BasicType resolved = (BasicType) lazyTypeMap.get(((LazyType) targetType).getKey()); | 264:listener.resolveFailed(containingType, (LazyType) targetType, detail + "" because target type was not found""); | 267:if (resolved.isLazy()) {"
jdk.hotspot.agent	Cached Method	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/debugger/cdbg/basic/LazyType.java	42	sun.jvm.hotspot.debugger.cdbg.basic.LazyType		key	32	Object	private	0	False	1	0	returns cached field; cache/lazy naming or comment		39:private LazyType(Object key, int cvAttributes) {
jdk.hotspot.agent	Cached Method	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/debugger/linux/LinuxDebuggerLocal.java	590	sun.jvm.hotspot.debugger.linux.LinuxDebuggerLocal		cdbg	593	return		0	True	1	0	synchronized lazy path; returns cached field		
jdk.hotspot.agent	Cached Method	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/oops/InstanceKlass.java	281	sun.jvm.hotspot.oops.InstanceKlass		fields	275	Field[]	private	0	True	2	0	synchronized lazy path; returns cached field; cache/lazy naming or comment		280:fields = fieldsCache.get(this.getAddress()); | 283:fieldsCache.put(this.getAddress(), fields);
jdk.hotspot.agent	Cached Method	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/runtime/Frame.java	85	sun.jvm.hotspot.runtime.Frame		pc	60	Address	protected	0	True	2	0	synchronized lazy path; cache/lazy naming or comment		87:CodeBlob cb = VM.getVM().getCodeCache().findBlob(pc);
jdk.hotspot.agent	Cached Method	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/runtime/VM.java	852	sun.jvm.hotspot.runtime.VM		codeCache	855	return		0	False	1	0	returns cached field; cache/lazy naming or comment		848:public CodeCache getCodeCache() { | 852:if (codeCache == null) { | 853:codeCache = new CodeCache(); | 855:return codeCache;
jdk.hotspot.agent	Cached Method	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/ui/AnnotatedMemoryPanel.java	172	sun.jvm.hotspot.ui.AnnotatedMemoryPanel		lastStartAddr	81	Address	private	0	False	1	0	cache/lazy naming or comment		
jdk.hotspot.agent	Cached Method	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/ui/AnnotatedMemoryPanel.java	308	sun.jvm.hotspot.ui.AnnotatedMemoryPanel		font	51	Font	private	0	False	1	0	cache/lazy naming or comment		
jdk.hotspot.agent	Lazy Constant	high	src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/ui/ProcessListPanel.java	208	sun.jvm.hotspot.ui.ProcessListPanel		timer	215	return		0	True	1	0	synchronized lazy path; returns cached field		
jdk.httpserver	Lazy Constant	high	src/jdk.httpserver/share/classes/sun/net/httpserver/SSLStreams.java	151	sun.net.httpserver.SSLStreams		os	154	return		0	True	1	0	synchronized lazy path; returns cached field		
jdk.incubator.vector	Cached Method	high	src/jdk.incubator.vector/share/classes/jdk/incubator/vector/VectorOperators.java	1028	jdk.incubator.vector.VectorOperators		conv	1083	return		0	True	4	0	synchronized lazy path; returns cached field; cache/lazy naming or comment		1025:ConversionImpl<?,?>[] cache = cacheOf(kind, dom); | 1027:ConversionImpl<?,?> conv = cache[ranKey];
jdk.incubator.vector	Cached Method	high	src/jdk.incubator.vector/share/classes/jdk/incubator/vector/VectorOperators.java	1339	jdk.incubator.vector.VectorOperators		fn	1345	return		0	False	3	0	returns cached field; cache/lazy naming or comment		1338:T fn = (T) cache[opc]; | 1343:// The JIT can see into this cache:
jdk.incubator.vector	Cached Method	high	src/jdk.incubator.vector/share/classes/jdk/incubator/vector/VectorOperators.java	1341	jdk.incubator.vector.VectorOperators		fn	1345	return		0	False	3	0	returns cached field; cache/lazy naming or comment		1338:T fn = (T) cache[opc]; | 1343:// The JIT can see into this cache: | 1344:cache[opc] = fn;
jdk.internal.jvmstat	Lazy Constant	high	src/jdk.internal.jvmstat/share/classes/sun/jvmstat/perfdata/monitor/protocol/local/LocalEventTimer.java	57	sun.jvmstat.perfdata.monitor.protocol.local.LocalEventTimer		instance	60	return		0	True	1	0	synchronized lazy path; returns cached field		
jdk.internal.le	Cached Method	high	src/jdk.internal.le/share/classes/jdk/internal/org/jline/reader/LineReaderBuilder.java	131	jdk.internal.org.jline.reader.LineReaderBuilder		memoryHistory	35	History		0	False	1	0	cache/lazy naming or comment		131:if (memoryHistory == null) { | 132:memoryHistory = new DefaultHistory(); | 134:reader.setHistory(memoryHistory);
jdk.javadoc	Lazy Constant	high	src/jdk.javadoc/share/classes/jdk/javadoc/internal/doclets/toolkit/util/DocFileFactory.java	50	jdk.javadoc.internal.doclets.toolkit.util.DocFileFactory		f	59	return		0	True	2	0	synchronized lazy path; returns cached field		
